user_id,user_name,recommended_course,course_description,discount,probability,price
7,Пользователь_7,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",25%,95,70000
7,Пользователь_7,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",0%,97,62000
7,Пользователь_7,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",0%,74,48000
7,Пользователь_7,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",15%,89,58000
7,Пользователь_7,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",5%,87,46000
7,Пользователь_7,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",25%,80,27000
7,Пользователь_7,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",10%,96,44000
7,Пользователь_7,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",5%,98,35000
7,Пользователь_7,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",20%,73,28000
7,Пользователь_7,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",25%,80,47000
8,Пользователь_8,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",5%,97,44000
8,Пользователь_8,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",25%,91,46000
8,Пользователь_8,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",10%,77,33000
8,Пользователь_8,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",10%,84,50000
8,Пользователь_8,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",20%,73,62000
8,Пользователь_8,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",10%,84,27000
8,Пользователь_8,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",5%,95,42000
8,Пользователь_8,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",20%,83,39000
8,Пользователь_8,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",20%,98,41000
8,Пользователь_8,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",20%,91,52000
8,Пользователь_8,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",5%,94,28000
8,Пользователь_8,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",25%,75,36000
8,Пользователь_8,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",15%,80,25000
8,Пользователь_8,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",0%,79,47000
8,Пользователь_8,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",10%,77,30000
8,Пользователь_8,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",25%,96,48000
8,Пользователь_8,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",5%,92,35000
8,Пользователь_8,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",5%,72,55000
8,Пользователь_8,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",25%,70,58000
8,Пользователь_8,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",25%,86,70000
9,Пользователь_9,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",5%,75,52000
9,Пользователь_9,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",15%,86,62000
9,Пользователь_9,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",0%,82,30000
9,Пользователь_9,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",20%,88,41000
9,Пользователь_9,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",5%,76,44000
9,Пользователь_9,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",10%,95,27000
9,Пользователь_9,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",10%,90,33000
9,Пользователь_9,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",15%,90,42000
9,Пользователь_9,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",25%,89,58000
9,Пользователь_9,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",25%,89,35000
9,Пользователь_9,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",20%,89,46000
9,Пользователь_9,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",5%,83,36000
9,Пользователь_9,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",10%,83,70000
9,Пользователь_9,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",20%,75,39000
9,Пользователь_9,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",10%,95,28000
9,Пользователь_9,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",5%,93,48000
9,Пользователь_9,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",15%,77,47000
9,Пользователь_9,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",0%,89,25000
9,Пользователь_9,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",10%,84,50000
9,Пользователь_9,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",25%,88,55000
10,Пользователь_10,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",15%,90,70000
10,Пользователь_10,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",0%,88,28000
10,Пользователь_10,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",5%,78,30000
10,Пользователь_10,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",25%,76,47000
10,Пользователь_10,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",25%,85,50000
10,Пользователь_10,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",10%,71,46000
10,Пользователь_10,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",10%,72,58000
10,Пользователь_10,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",20%,83,42000
10,Пользователь_10,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",0%,95,48000
10,Пользователь_10,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",0%,86,36000
10,Пользователь_10,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",25%,89,25000
10,Пользователь_10,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",25%,80,44000
10,Пользователь_10,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",10%,88,27000
10,Пользователь_10,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",25%,82,52000
10,Пользователь_10,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",10%,70,62000
10,Пользователь_10,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",15%,95,35000
10,Пользователь_10,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",0%,93,55000
10,Пользователь_10,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",25%,92,33000
10,Пользователь_10,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",15%,97,41000
10,Пользователь_10,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",0%,90,39000
11,Пользователь_11,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",15%,88,58000
11,Пользователь_11,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",10%,76,47000
11,Пользователь_11,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",25%,77,27000
11,Пользователь_11,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",25%,73,70000
11,Пользователь_11,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",25%,75,28000
11,Пользователь_11,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",25%,87,52000
11,Пользователь_11,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",15%,94,42000
11,Пользователь_11,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",20%,80,41000
11,Пользователь_11,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",20%,86,48000
11,Пользователь_11,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",20%,86,62000
11,Пользователь_11,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",20%,70,25000
11,Пользователь_11,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",15%,72,36000
11,Пользователь_11,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",0%,76,46000
11,Пользователь_11,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",20%,91,50000
11,Пользователь_11,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",25%,74,39000
11,Пользователь_11,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",25%,90,55000
11,Пользователь_11,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",5%,73,33000
11,Пользователь_11,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",25%,96,35000
11,Пользователь_11,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",5%,96,44000
11,Пользователь_11,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",10%,70,30000
12,Пользователь_12,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",5%,82,44000
12,Пользователь_12,Облигации: надёжный доход,"Курс посвящён инвестициям в облигации. Вы разберётесь в видах облигаций, доходности, дюрации, кредитных рисках и научитесь подбирать облигации под свои цели.",20%,74,30000
12,Пользователь_12,Фьючерсы и опционы,"Курс по производным финансовым инструментам. Вы разберётесь в механике фьючерсов и опционов, хеджировании, спекулятивных стратегиях и управлении маржой.",10%,86,62000
12,Пользователь_12,Инвестиции через доверительное управление,"Курс о передаче средств в управление профессионалам. Вы узнаете, как выбирать управляющие компании, оценивать их результаты и комиссии.",0%,88,36000
12,Пользователь_12,Торговля акциями на фондовом рынке,"Практический курс по торговле акциями. Вы научитесь анализировать компании, читать финансовую отчётность, использовать технический анализ и выстраивать торговые стратегии.",15%,77,48000
12,Пользователь_12,Долгосрочные инвестиции и дивидендные стратегии,"Курс о формировании долгосрочного инвестиционного портфеля. Вы узнаете, как выбирать дивидендные компании, оценивать устойчивость бизнеса и управлять рисками на горизонте лет.",0%,90,42000
12,Пользователь_12,Криптовалюты: что это и как инвестировать,"Курс для понимания криптовалютного рынка. Вы разберётесь, что такое блокчейн, биткоин и альткоины, как оценивать проекты и управлять высокой волатильностью.",10%,90,39000
12,Пользователь_12,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",20%,72,47000
12,Пользователь_12,Риск-менеджмент в инвестициях,"Курс по управлению инвестиционными рисками. Вы научитесь ограничивать потери, использовать стоп-лоссы и оценивать риск на уровне портфеля.",20%,74,41000
12,Пользователь_12,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",5%,97,55000
12,Пользователь_12,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",0%,77,25000
12,Пользователь_12,Структурные продукты,"Курс о сложных инвестиционных продуктах. Вы разберётесь в принципах работы структурных нот, защите капитала и сценариях доходности.",0%,98,58000
12,Пользователь_12,Недвижимость как инвестиционный продукт,"Курс об инвестициях в недвижимость. Вы изучите модели доходности, аренду, перепродажу и риски вложений в разные типы объектов.",20%,83,52000
12,Пользователь_12,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",5%,76,50000
12,Пользователь_12,Финансовое планирование и личный капитал,"Курс о комплексном управлении личными финансами. Вы научитесь ставить финансовые цели, планировать инвестиции и выстраивать стратегию накоплений.",5%,73,33000
12,Пользователь_12,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",10%,84,46000
12,Пользователь_12,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",5%,98,28000
12,Пользователь_12,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",25%,86,70000
12,Пользователь_12,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",10%,85,35000
12,Пользователь_12,Психология инвестирования,"Курс о поведенческих ошибках инвесторов. Вы узнаете, как эмоции влияют на решения, научитесь избегать паники и следовать своей стратегии.",15%,87,27000
13,Пользователь_13,Инвестиции в сырьевые рынки,"Курс по инвестициям в нефть, золото и другие сырьевые активы. Вы узнаете, какие факторы влияют на цены и как использовать сырьё для диверсификации портфеля.",10%,78,44000
13,Пользователь_13,Инвестиции с нуля: как работает рынок,"Вводный курс для начинающих инвесторов. Вы разберётесь, как устроены финансовые рынки, чем отличаются акции, облигации и фонды, и как формируется доходность и риск инвестиций.",15%,94,25000
13,Пользователь_13,Инвестиции в IPO,"Курс о работе с первичными размещениями акций. Вы разберётесь, как отбирать IPO, оценивать перспективы компаний и риски участия.",5%,79,50000
13,Пользователь_13,Автоследование и копирование сделок,"Курс о продукте автоследования и копировании стратегий. Вы узнаете, как выбирать трейдеров, оценивать статистику стратегий и контролировать риски при автоторговле.",5%,91,35000
13,Пользователь_13,DeFi и децентрализованные финансы,"Курс о продуктах децентрализованных финансов. Вы узнаете, как работают DeFi-протоколы, стейкинг, фарминг доходности и связанные с ними риски.",20%,85,47000
13,Пользователь_13,Управление инвестиционным портфелем,"Курс о системном подходе к инвестициям. Вы научитесь распределять активы, оценивать риск-профиль и регулярно ребалансировать портфель.",10%,82,46000
13,Пользователь_13,Трейдинг криптовалютами,"Практический курс по активной торговле криптовалютами. Вы изучите стратегии входа и выхода, работу с ордерами, управление рисками и психологию трейдинга.",20%,81,55000
13,Пользователь_13,ETF и индексные фонды,"Курс о пассивных инвестициях через ETF и индексные фонды. Вы узнаете, как работают фонды, чем они отличаются друг от друга и как использовать их для диверсификации.",10%,71,28000
13,Пользователь_13,Алготрейдинг для частных инвесторов,"Курс по использованию алгоритмических стратегий в торговле. Вы познакомитесь с принципами алготрейдинга, тестированием стратегий и автоматизацией сделок.",15%,91,70000
